DepartureAirportName,ArrivalAirportName,Duration,CompanyName,EconomyClassPrice,BusinessClassPrice,FirstClassPrice,WeekDaysOfFlight,DepartureHours,,
Kharkiv International Airport,Kaunas International Airport,131,UTair Aviation,778,1146,3737,Monday Wednesday Thursday,03:20 10:40 00:56,,
Kharkiv International Airport,Kaunas International Airport,467,TAP Air Portugal,154,1163,2509,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,21:00,,
Kharkiv International Airport,Kaunas International Airport,430,Aeroflot Group,620,748,2725,Wednesday Thursday Saturday,07:05 18:59 00:31,,
Kharkiv International Airport,Kaunas International Airport,154,Azimuth,942,1873,4286,Tuesday Thursday Friday Saturday Sunday,18:24 20:32 07:34,,
Kharkiv International Airport,Kaunas International Airport,268,Azur Air,187,1951,2690,Monday Saturday,13:23 13:00 07:39,,
Kharkiv International Airport,Kaunas International Airport,149,TAROM,495,2153,1980,Wednesday Thursday Friday Saturday,00:38 22:49,,
Kraków John Paul II International Airport,Kaunas International Airport,310,Lufthansa Group,792,1025,4020,Wednesday Friday Sunday,07:38 09:41 10:23,,
Kraków John Paul II International Airport,Kaunas International Airport,463,Finnair,316,1563,3495,Tuesday Wednesday Thursday Saturday,01:08 04:44 22:08,,
Kraków John Paul II International Airport,Kaunas International Airport,226,Air Malta,296,1351,3687,Friday,21:52 04:44 08:46,,
Kraków John Paul II International Airport,Kaunas International Airport,118,Royal Flight,754,2939,1670,Friday Saturday Sunday,02:55 08:10,,
Kraków John Paul II International Airport,Kaunas International Airport,352,SmartWings Group,272,2763,1756,Tuesday Wednesday Thursday Friday,22:45 15:32 13:22,,
Kraków John Paul II International Airport,Kaunas International Airport,203,Ukraine International Airlines,136,2517,1491,Tuesday Thursday Sunday,07:47 04:23 04:38,,
Liepāja International Airport,Kaunas International Airport,312,Smartavia,514,2175,4107,Wednesday Thursday Friday,22:17 23:02 06:15,,
Liepāja International Airport,Kaunas International Airport,433,Aeroflot Group,223,2472,4180,Monday Tuesday Wednesday Thursday Friday,17:01 03:04,,
Liepāja International Airport,Kaunas International Airport,463,Croatia Airlines,153,974,4367,Monday Wednesday,09:18,,
Luxembourg-Findel International Airport,Kaunas International Airport,365,Luxair,558,1164,2017,Tuesday Friday Saturday Sunday,12:16 01:05 12:17,,
Luxembourg-Findel International Airport,Kaunas International Airport,486,Volotea,120,2644,1906,Tuesday Wednesday Thursday Sunday,16:54 01:45 02:56,,
Luxembourg-Findel International Airport,Kaunas International Airport,84,Azerbaijan Airlines,568,2392,3368,Friday,04:19 20:17 17:41,,
Luxembourg-Findel International Airport,Kaunas International Airport,82,I-Fly,355,2991,1533,Tuesday Sunday,06:10 14:19 17:40,,
Luxembourg-Findel International Airport,Kaunas International Airport,338,TAROM,466,1266,3352,Wednesday Thursday Friday Saturday Sunday,09:27 22:19,,
Luxembourg-Findel International Airport,Kaunas International Airport,293,Virgin Atlantic,515,1407,3598,Monday Tuesday Sunday,08:07 16:58 11:52,,
Región de Murcia International Airport,Kaunas International Airport,299,TUI Airways,664,2882,3686,Wednesday Thursday Sunday,23:50 08:02 23:09,,
Región de Murcia International Airport,Kaunas International Airport,297,Air Serbia,674,1825,1535,Monday Tuesday Thursday Sunday,16:12 09:05 08:51,,
Región de Murcia International Airport,Kaunas International Airport,357,Turkish Airlines,808,1263,2120,Thursday Sunday,16:09 20:16,,
Šiauliai International Airport,Kaunas International Airport,212,Turkish Airlines,108,2766,2513,Monday Tuesday Thursday Saturday,17:33 02:03,,
Šiauliai International Airport,Kaunas International Airport,104,Royal Flight,752,2081,2490,Tuesday Thursday,08:12 23:04 11:52,,
Šiauliai International Airport,Kaunas International Airport,291,SkyUp,996,2146,3040,Monday Tuesday Thursday Friday,07:02 12:13 04:42,,
Simferopol International Airport,Kaunas International Airport,212,Air France-KLM,914,1626,3598,Monday Tuesday Sunday,11:15 01:11 05:21,,
Simferopol International Airport,Kaunas International Airport,70,Air Europa,141,2303,3998,Tuesday Thursday Sunday,00:07 08:13 10:52,,
Simferopol International Airport,Kaunas International Airport,91,I-Fly,396,1034,3775,Monday Wednesday Thursday Sunday,10:19 13:34,,
Villanova D'Albenga International Airport,Kaunas International Airport,92,Lufthansa Group,96,923,1976,Monday Thursday Friday,19:21 05:31 02:37,,
Villanova D'Albenga International Airport,Kaunas International Airport,352,Belavia,188,1057,2185,Monday Tuesday Wednesday Saturday,09:04 16:43 22:50,,
Villanova D'Albenga International Airport,Kaunas International Airport,237,SmartWings Group,225,1093,3300,Monday Wednesday Friday Sunday,08:51 11:33,,
Vilnius International Airport,Kaunas International Airport,91,Aegean Airlines,764,2580,1429,Monday Tuesday Wednesday Saturday Sunday,16:24 17:08,,
Vilnius International Airport,Kaunas International Airport,482,Lufthansa Group,988,1235,2289,Wednesday Thursday Sunday,12:30,,
Vilnius International Airport,Kaunas International Airport,503,Air Malta,373,2913,2593,Wednesday Thursday Friday Sunday,00:25 14:45 16:24,,
Vilnius International Airport,Kaunas International Airport,476,Azerbaijan Airlines,764,842,2202,Monday Tuesday Thursday Saturday Sunday,00:08 23:45,,
Vilnius International Airport,Kaunas International Airport,453,Enter Air,195,1015,1782,Monday Thursday Sunday,23:16 01:33 00:08,,
Vilnius International Airport,Kaunas International Airport,355,International Airlines Group,789,1627,3486,Monday Wednesday Thursday Friday Saturday Sunday,23:19 21:01,,
Alicante International Airport,Kazan International Airport,86,Ryanair,196,2404,3629,Tuesday Wednesday Saturday Sunday,04:31 21:39,,
Alicante International Airport,Kazan International Airport,93,Luxair,164,2313,2023,Monday,08:42 17:30 01:53,,
Alicante International Airport,Kazan International Airport,91,Royal Flight,748,1042,3944,Monday Wednesday Thursday Friday Sunday,10:14 01:09 00:43,,
Arad International Airport,Kazan International Airport,479,Wizz Air,516,2020,2726,Tuesday Wednesday Thursday Saturday Sunday,00:52,,
Arad International Airport,Kazan International Airport,485,Azimuth,575,1368,1877,Monday Friday Sunday,11:59,,
Arad International Airport,Kazan International Airport,465,EasyJet,878,1327,2573,Monday Thursday Friday Saturday Sunday,11:43 13:50,,
Arad International Airport,Kazan International Airport,510,Lufthansa Group,510,1554,1339,Monday Wednesday Thursday,21:37 03:58 23:11,,
Arad International Airport,Kazan International Airport,152,Smartavia,841,2849,3357,Monday Wednesday Saturday Sunday,21:25 12:57 14:54,,
Arad International Airport,Kazan International Airport,96,UTair Aviation,913,2740,3065,Tuesday Wednesday Thursday Friday,12:47 08:40,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,94,Lufthansa Group,532,768,2135,Tuesday Thursday Saturday Sunday,02:13 11:20 19:24,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,125,Ural Airlines,530,1164,4193,Tuesday Wednesday Friday Saturday Sunday,07:28 21:01,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,460,Belavia,97,2495,2732,Monday Wednesday Saturday Sunday,14:42 15:48,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,82,Blue Air,360,2420,3863,Tuesday Friday,18:00 04:26,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,291,I-Fly,172,1971,1518,Monday Thursday Friday,14:53,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,230,Royal Flight,193,2361,2600,Tuesday Thursday Saturday Sunday,18:23 18:09 09:23,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,447,TAP Air Portugal,312,1732,1843,Monday Thursday Saturday Sunday,12:41 03:30,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,485,UTair Aviation,239,1947,3090,Wednesday Thursday,01:52 04:41 18:58,,
Athens International Airport Eleftherios Venizelos,Kazan International Airport,62,Virgin Atlantic,607,919,3277,Thursday Friday,19:59,,
Barcelona–El Prat Airport,Kazan International Airport,491,Air Malta,456,2724,2277,Wednesday Saturday Sunday,08:35 15:33,,
Barcelona–El Prat Airport,Kazan International Airport,498,Aeroflot Group,675,2927,3185,Monday Tuesday Sunday,14:33,,
Barcelona–El Prat Airport,Kazan International Airport,377,NordStar,176,1854,1464,Tuesday Wednesday Friday Saturday Sunday,00:37 02:21 09:30,,
Bucharest Henri Coandă International Airport,Kazan International Airport,99,Wizz Air,164,1033,2491,Tuesday Wednesday Thursday Saturday Sunday,22:00,,
Bucharest Henri Coandă International Airport,Kazan International Airport,295,AirBaltic,974,1202,3223,Monday Wednesday Thursday Friday Saturday Sunday,08:04 21:19,,
Bucharest Henri Coandă International Airport,Kazan International Airport,370,Air France-KLM,483,1857,3249,Monday Tuesday Thursday Sunday,05:38 06:46 04:22,,
Bucharest Henri Coandă International Airport,Kazan International Airport,367,Azimuth,735,1841,3493,Wednesday Saturday,00:34 16:14,,
Bucharest Henri Coandă International Airport,Kazan International Airport,277,Red Wings Airlines,638,1720,1456,Wednesday Sunday,20:40 01:11 12:42,,
Bucharest Henri Coandă International Airport,Kazan International Airport,338,TAP Air Portugal,395,2888,4140,Wednesday Friday Sunday,12:26 07:41 18:24,,
Cardiff International Airport,Kazan International Airport,273,International Airlines Group,516,1873,1863,Monday Tuesday Wednesday Sunday,09:15 03:48,,
Cardiff International Airport,Kazan International Airport,358,Smartavia,82,1007,1777,Monday Tuesday Wednesday Friday,13:11 09:29 18:32,,
Cardiff International Airport,Kazan International Airport,278,Aeroflot Group,496,1672,2468,Tuesday Sunday,17:33 04:04 03:55,,
Cardiff International Airport,Kazan International Airport,499,SmartWings Group,626,1061,2627,Monday Sunday,20:42 07:44 11:24,,
Cardiff International Airport,Kazan International Airport,276,Ural Airlines,698,2698,3206,Wednesday Friday Sunday,12:35 12:38 19:10,,
Cardiff International Airport,Kazan International Airport,389,Wizz Air,666,1748,3811,Monday Friday Saturday,08:27 07:38,,
Il Caravaggio International Airport,Kazan International Airport,68,Luxair,731,1404,4474,Tuesday Thursday,11:49 00:45,,
Il Caravaggio International Airport,Kazan International Airport,143,Croatia Airlines,482,2871,1857,Wednesday Thursday Sunday,06:09,,
Il Caravaggio International Airport,Kazan International Airport,358,Air Malta,400,1957,2365,Sunday,00:34 11:00,,
Il Caravaggio International Airport,Kazan International Airport,240,Norwegian Air Shuttle ASA,321,2028,3331,Monday Tuesday Thursday,02:45 11:32 07:43,,
Il Caravaggio International Airport,Kazan International Airport,479,Ural Airlines,198,734,3433,Monday Saturday Sunday,12:03 10:00 17:32,,
Il Caravaggio International Airport,Kazan International Airport,469,Windrose,968,2989,3642,Wednesday Thursday Friday,03:05 21:10 04:56,,
Ivano-Frankivsk International Airport,Kazan International Airport,310,Aeroflot Group,452,1048,3119,Monday Thursday Friday Sunday,22:12,,
Ivano-Frankivsk International Airport,Kazan International Airport,383,Blue Air,375,1438,1661,Thursday Friday Sunday,15:36 16:50,,
Ivano-Frankivsk International Airport,Kazan International Airport,478,Air Serbia,310,808,2861,Thursday Friday,19:10 06:16 19:01,,
Ivano-Frankivsk International Airport,Kazan International Airport,298,Belavia,319,709,1919,Monday Thursday Saturday Sunday,15:01 12:14 06:04,,
Ivano-Frankivsk International Airport,Kazan International Airport,185,Smartavia,927,2537,1380,Monday Tuesday Thursday,10:24 06:46,,
Ivano-Frankivsk International Airport,Kazan International Airport,265,TUI Airways,954,1178,2153,Monday Wednesday Saturday Sunday,15:32 21:15 11:19,,
Karlovy Vary International Airport,Kazan International Airport,98,SkyUp,489,1263,4360,Wednesday Thursday Saturday,05:01,,
Karlovy Vary International Airport,Kazan International Airport,224,Icelandair Group,550,1973,4005,Wednesday Sunday,15:47 16:10 00:48,,
Karlovy Vary International Airport,Kazan International Airport,455,Blue Air,520,825,3305,Tuesday Wednesday Friday Saturday,13:03 11:48 19:01,,
Karlovy Vary International Airport,Kazan International Airport,224,Pegas Fly,574,2901,2491,Tuesday Wednesday Friday Saturday,18:56 22:30,,
Karlovy Vary International Airport,Kazan International Airport,65,Turkish Airlines,56,2987,4210,Monday Tuesday Saturday Sunday,01:25 10:19,,
Karlovy Vary International Airport,Kazan International Airport,206,Wizz Air,990,1194,4264,Monday Wednesday Thursday Friday Saturday Sunday,18:10 10:19 10:32,,
Keflavik International Airport,Kazan International Airport,124,UTair Aviation,774,1776,4330,Monday Tuesday Friday Sunday,05:46 02:29 07:35,,
Keflavik International Airport,Kazan International Airport,375,Ukraine International Airlines,911,1477,1575,Monday Tuesday Saturday Sunday,03:58 04:22,,
Keflavik International Airport,Kazan International Airport,121,Sky Express,759,773,2792,Monday Thursday Sunday,02:59 17:59 10:22,,
Keflavik International Airport,Kazan International Airport,154,Smartavia,244,1254,2418,Monday Tuesday Wednesday,23:21 02:14 04:55,,
Keflavik International Airport,Kazan International Airport,213,Volotea,204,1282,2597,Monday Tuesday Wednesday Saturday Sunday,06:42 14:24 23:19,,
Keflavik International Airport,Kazan International Airport,358,Wizz Air,121,1042,3571,Monday Thursday,23:23 10:51 20:15,,
Krasnodar Pashkovsky International Airport,Kazan International Airport,273,Air Serbia,495,2130,2300,Wednesday Friday,20:13,,
Krasnodar Pashkovsky International Airport,Kazan International Airport,311,Turkish Airlines,867,1215,1644,Monday Wednesday Friday Saturday,10:44 18:32,,
Krasnodar Pashkovsky International Airport,Kazan International Airport,509,Aeroflot Group,927,827,4271,Monday Wednesday Friday Saturday,14:03 21:18 18:02,,
Krasnodar Pashkovsky International Airport,Kazan International Airport,286,Azimuth,693,2487,4358,Friday,14:04 23:20,,
Krasnodar Pashkovsky International Airport,Kazan International Airport,101,LOT Polish Airlines,264,2932,2099,Monday Wednesday Friday Saturday Sunday,19:55 06:46,,
Krasnodar Pashkovsky International Airport,Kazan International Airport,322,Luxair,300,2990,1362,Tuesday Saturday Sunday,23:49 11:35 03:53,,
Kurumoch International Airport,Kazan International Airport,123,Aegean Airlines,944,772,3124,Tuesday Thursday,01:34 00:28 07:31,,
Kurumoch International Airport,Kazan International Airport,265,Croatia Airlines,576,1366,2232,Monday Wednesday Friday Saturday Sunday,08:10 02:47 04:05,,
Kurumoch International Airport,Kazan International Airport,318,Azur Air,736,2039,1541,Tuesday Wednesday Saturday,17:24 22:14 21:11,,
Kurumoch International Airport,Kazan International Airport,298,Finnair,74,1116,3774,Monday Tuesday Thursday Friday Saturday Sunday,18:23 12:20 15:16,,
Kurumoch International Airport,Kazan International Airport,91,TUI Airways,411,802,2287,Monday Wednesday Friday,19:48,,
Kurumoch International Airport,Kazan International Airport,379,Ukraine International Airlines,802,2779,3434,Monday Wednesday Friday Saturday,19:23 20:54 22:45,,
Luxembourg-Findel International Airport,Kazan International Airport,231,SmartWings Group,614,2398,1571,Tuesday Thursday,17:05,,
